set,k1,k2,z1,z2,kp1,kp2,lam,mu1,mu2,c1,c2,ee1_m6,ee2_m6,ee1_m19,ee2_m19,arc,kkt1_m19,kkt2_m19
box,1.1030915381233166,0.9989690781950475,0.009379891262966511,0.09145142422841834,1.0923694162179622,1.0128079933484457,0.939437110662665,0.0009074380220731224,0.0,0.046557655379659536,0.04879106717121325,-0.001299596020477245,-5.8608907563262314e-05,-0.0013554059675766617,-6.008727688922022e-05,-4.9369217509648735e-06,0.00028276221067602414,6.008727688922022e-05
box,0.9658623397422683,1.0937934287154918,0.0675657209567199,0.13825909971628092,0.97544153315445,1.0928904055427173,0.9307622627164979,0.0,0.0,0.04666575941354641,0.04924580744786155,0.00016231048294934602,0.001029903083480166,0.0001879936214073119,0.0010738382627022425,3.1082187364191144e-06,0.0001879936214073119,0.0010738382627022425
box,0.8459730533123622,1.0916060468305238,0.13677565715985907,0.14973638077588675,0.8669209781226297,1.0848641417299376,0.9688868919200792,0.0,0.0,0.046199764234950536,0.04730803930956007,-0.0007567375393984221,-0.0028568023948902788,-0.0006374623561293813,-0.0027313444902394846,-8.107735433256539e-06,0.0006374623561293813,0.0027313444902394846
box,0.8058825219861477,1.1454560360982302,0.15398241282123004,0.1463072574755082,0.8285646575867261,1.1375937275247892,0.9669392276011518,0.0,0.005170963649233228,0.04622301123492208,0.0474033298692266,9.450776733865851e-06,-0.006735073439429695,8.139158046049921e-05,-0.006669865001646125,6.874608825112193e-07,8.139158046049921e-05,0.0031677664133602512
box,0.8595056048929992,1.189051525529182,0.12477937783056647,0.10315962481378244,0.879718790552114,1.178779135154563,0.9419526844502338,0.0,0.007496622056734383,0.046526540044937684,0.048660766008883576,-0.0003944578895956896,-0.010508995911230556,-0.0003677072830889916,-0.010612153277145708,1.484293742266692e-05,0.0003677072830889916,0.0013745994528786554
box,0.9919951695231328,0.8929491678557215,0.09660178518985846,0.13552965113071014,0.9887231951469972,0.9082800312203526,0.9992572011538897,0.0,0.0,0.045844654881074066,0.045870211509652786,-0.0009350300340523754,-8.983278878682555e-05,-0.0009344707691513188,-8.928669672580991e-05,8.166648304162969e-06,0.0009344707691513188,8.928669672580991e-05
box,0.9064521089169171,1.0155737630488748,-0.01831909472814991,0.13792554111396949,0.9057470410413687,1.0231426872632094,1.0072670367727927,0.0,0.0,0.045753242111459376,0.045505449395354086,-0.0003426890257817172,-3.7112359118629534e-05,-0.0003025576094805027,-3.404138609819363e-05,6.089102997513145e-06,0.0003025576094805027,3.404138609819363e-05
box,0.8162042844753739,1.0928024782626242,0.036599439023678904,-0.15092308316367314,0.8255635094937852,1.0810748495275588,1.096304513009282,0.0,0.0544641150153551,0.04479455524117218,0.04180967844751042,0.00017955895272137035,-0.04949535260444038,4.271877663275525e-05,-0.04949803578280054,1.1527272080571128e-05,4.271877663275525e-05,0.0007390912594961163
box,1.0876879091306961,0.8063966918094289,0.08254432075405693,0.004082791443864975,1.0794394472546411,0.8200089127742014,1.029594498306744,0.0016454493715228533,0.0,0.045503151457823195,0.04451863257316742,-0.001948235316334812,2.6243008284465574e-05,-0.0018041786940964366,3.290251644139097e-05,-5.178052064178842e-06,0.0018041786940964366,3.290251644139097e-05
box,1.1716416883188026,0.8264329986896299,0.10922152947596253,-0.13865919719452743,1.174003234065039,0.8243488354216202,1.0105036286984626,0.0,0.0,0.0457165616958464,0.04535969774646918,-0.0005868839292486605,-0.0004000968932842408,-0.0006207772213214779,-0.00037407008328360636,-9.15536328343107e-06,0.0006207772213214779,0.00037407008328360636
box,0.9377239915216501,0.9721194927791333,0.14913986585090233,0.019914189513106223,0.9536720565656953,0.9651688997249364,1.0023140992275308,0.0,0.0,0.045809660111825516,0.04573031468358855,-0.0003484509054912932,-0.0014002003106423633,-0.00026781477473558635,-0.001272246718056036,-1.7192783852631403e-07,0.00026781477473558635,0.001272246718056036
box,0.9035458372683729,0.896670285637738,0.12419786261093746,-0.08772178290645613,0.9210592051411459,0.8843086858442933,1.089714421591539,0.0,0.007609179563972378,0.04486212640866854,0.042062524145113564,-0.0027075733750001607,-0.006670883438967934,-0.0026618040840845625,-0.006622313413593872,-3.9884798749400375e-05,0.0026618040840845625,0.003824358719416665
box,0.8498218823341135,0.915332302803031,0.02755938074007447,0.017308960695445685,0.8582432126948161,0.9118915154254561,1.0989919651445692,0.0,0.0,0.044767145173996985,0.04170743792784961,0.0003995112927233091,0.00048746569317770216,0.00041763660825400173,0.0005490369676182105,1.61310521419987e-05,0.00041763660825400173,0.0005490369676182105
